('空调', '出风口', '1026364120', '3')
('折叠', '功能', '-1540427973', '6')
('功能', '失效', '-1540427973', '6')
('后视镜', '电动', '-1540427973', '4')
('电动', '折叠', '-1540427973', '4')
('折叠', '失灵', '-1540427973', '4')
('后视镜', '故障', '-1540427973', '2')
('导航', '语音', '-2048663424', '4')
('语音', '播报', '-2048663424', '4')
('播报', '失效', '-2048663424', '4')
('导航', '故障', '-2048663424', '2')
('坡道', '辅助', '-1098830398', '3')
('辅助', '按钮', '-1098830398', '3')
('辅助', '按键', '-1098830398', '3')
('驾驶', '辅助', '-1098830398', '2')
('保养', '物料', '-1757863902', '2')
('右', '轮胎', '1559971867', '2')
('方向盘', '加热', '1769456103', '3')
('加热', '按键', '1769456103', '3')
('方向盘', '制热', '1769456103', '3')
('制热', '按钮', '1769456103', '3')
('前排', '空调', '-1250833845', '6')
('空调', '出风口', '-1250833845', '6')
('出风口', '制冷', '-1250833845', '6')
('制冷', '效果', '-1250833845', '6')
('效果', '差', '-1250833845', '6')
('前排', '出风口', '-1250833845', '5')
('出风口', '制冷', '-1250833845', '5')
('制冷', '效果', '-1250833845', '5')
('效果', '差', '-1250833845', '5')
('空调', '故障', '-1250833845', '2')
('蓝牙', '音乐', '-1397232916', '4')
('音乐', '静音', '-1397232916', '4')
('静音', '按键', '-1397232916', '4')
('蓝牙', '电话', '-1397232916', '3')
('电话', '零部件', '-1397232916', '3')
('膝部', '气囊', '-169843510', '2')
('膝部', '安全气囊', '-169843510', '2')
('蓝牙', '无法', '-219156688', '3')
('无法', '连接', '-219156688', '3')
('蓝牙', '连接', '-219156688', '3')
('连接', '不灵', '-219156688', '3')
('连接', '失灵', '-219156688', '3')
('连接', '不上', '-219156688', '3')
('蓝牙', '电话', '-219156688', '3')
('电话', '故障', '-219156688', '3')
('第三排', '空调', '-1377612360', '5')
('空调', '自动', '-1377612360', '5')
('自动', '最大', '-1377612360', '5')
('最大', '风量', '-1377612360', '5')
('空调', '故障', '-1377612360', '2')
('雨刮器', '异响', '-944151162', '2')
('刮水器', '片有', '-944151162', '4')
('片有', '摩擦', '-944151162', '4')
('摩擦', '声', '-944151162', '4')
('呲', '呲', '-944151162', '3')
('呲', '响', '-944151162', '3')
('雨', '刮', '-944151162', '5')
('刮', '咔', '-944151162', '5')
('咔', '咔', '-944151162', '5')
('咔', '声音', '-944151162', '5')
('雨刷', '异响', '-944151162', '2')
('雨', '刮', '-944151162', '4')
('刮', '有', '-944151162', '4')
('有', '声音', '-944151162', '4')
('雨', '刮', '-944151162', '3')
('刮', '异响', '-944151162', '3')
('雨刷器', '边刷别', '-944151162', '3')
('边刷别', '抖', '-944151162', '3')
('刮', '声音', '-944151162', '4')
('声音', '大', '-944151162', '4')
('后雨刷', '异响', '-944151162', '2')
('雨', '刮', '-944151162', '6')
('刮', '咔', '-944151162', '6')
('咔', '咔', '-944151162', '6')
('咔', '的', '-944151162', '6')
('的', '声音', '-944151162', '6')
('雨刷器', '刮', '-944151162', '6')
('刮', '玻璃', '-944151162', '6')
('玻璃', '时', '-944151162', '6')
('时', '声音', '-944151162', '6')
('声音', '大', '-944151162', '6')
('雨刮器', '声音', '-944151162', '4')
('声音', '特别', '-944151162', '4')
('特别', '大', '-944151162', '4')
('后雨刷', '有', '-944151162', '3')
('有', '噪音', '-944151162', '3')
('雨刷', '声音', '-944151162', '4')
('声音', '太', '-944151162', '4')
('太', '大', '-944151162', '4')
('雨刷器', '异响', '-944151162', '2')
('雨刮器', '声音', '-944151162', '3')
('声音', '很大', '-944151162', '3')
('雨刷', '与', '-944151162', '5')
('与', '玻璃', '-944151162', '5')
('玻璃', '摩擦', '-944151162', '5')
('摩擦', '声大', '-944151162', '5')
('刮', '很', '-944151162', '4')
('很', '大声', '-944151162', '4')
('雨刮器', '故障', '-944151162', '2')
('主', '驾驶', '-590553763', '7')
('驾驶', '空调', '-590553763', '7')
('空调', '出风口', '-590553763', '7')
('出风口', '无法', '-590553763', '7')
('无法', '彻底', '-590553763', '7')
('彻底', '关闭', '-590553763', '7')
('空调', '故障', '-590553763', '2')
('空调', '制热', '-2055009717', '2')
('空调', '制暖', '-2055009717', '2')
('自动', '空调', '-2055009717', '3')
('空调', '制热', '-2055009717', '3')
('热', '空调', '-2055009717', '2')
('空调', '暖风', '-2055009717', '2')
('空调', '加热', '-2055009717', '2')
('空调', '功能', '-2055009717', '2')
('U盘', '音乐', '-1667721771', '2')
('音乐', '功能', '-1667721771', '2')
('中', '控屏', '1206277136', '4')
('控屏', '亮度', '1206277136', '4')
('亮度', '调节', '1206277136', '4')
('中', '控屏', '1206277136', '3')
('控屏', '功能', '1206277136', '3')
('储物', '装置', '2103417757', '2')
('左', '远光灯', '-1504819371', '2')
('副驾驶', '空调', '-73223104', '4')
('空调', '出风口', '-73223104', '4')
('出风口', '制热', '-73223104', '4')
('副驾驶', '出风口', '-73223104', '3')
('出风口', '制热', '-73223104', '3')
('空调', '功能', '-73223104', '2')
('方向盘', '喇叭', '-712838219', '3')
('喇叭', '无声', '-712838219', '3')
('方向盘', '故障', '-712838219', '2')
('方向盘', '定速巡航', '-1978455754', '3')
('定速巡航', '按键', '-1978455754', '3')
('定速巡航', '按钮', '-1978455754', '3')
('导航', '屏幕', '-1699612811', '2')
('导航', '零部件', '-1699612811', '2')
('前排', '空调', '-103225388', '4')
('空调', '出风口', '-103225388', '4')
('出风口', '漏风', '-103225388', '4')
('前排', '出风口', '-103225388', '3')
('出风口', '漏风', '-103225388', '3')
('空调', '故障', '-103225388', '2')
('后视镜', '调节', '1280540296', '3')
('调节', '失效', '1280540296', '3')
('后视镜', '无法', '1280540296', '4')
('无法', '自动', '1280540296', '4')
('自动', '调节', '1280540296', '4')
('后视镜', '调节', '1280540296', '4')
('调节', '不好', '1280540296', '4')
('不好', '使', '1280540296', '4')
('调节', '损坏', '1280540296', '3')
('调节', '坏', '1280540296', '4')
('坏', '了', '1280540296', '4')
('调节', '没用', '1280540296', '3')
('后视镜', '不能', '1280540296', '3')
('不能', '用', '1280540296', '3')
('调节', '有', '1280540296', '4')
('有', '问题', '1280540296', '4')
('后视镜', '无法', '1280540296', '3')
('无法', '打开', '1280540296', '3')
('调节', '异常', '1280540296', '3')
('调节', '故障', '1280540296', '3')
('后视镜', '故障', '1280540296', '2')
('后排', '空调', '-1372709806', '5')
('空调', '出风口', '-1372709806', '5')
('出风口', '有', '-1372709806', '5')
('有', '热气', '-1372709806', '5')
('后排', '出风口', '-1372709806', '4')
('出风口', '有', '-1372709806', '4')
('有', '热气', '-1372709806', '4')
('空调', '故障', '-1372709806', '2')
('蓄电池', '指示灯', '-954505476', '3')
('指示灯', '常亮', '-954505476', '3')
('蓄电池', '故障', '-954505476', '2')
('发动机', '漏油', '485183679', '2')
('发动机', '渗漏', '485183679', '2')
('引擎', '渗漏', '485183679', '2')
('动力', '总成', '485183679', '3')
('总成', '故障', '485183679', '3')
('副驾驶', '座椅', '-1913909545', '3')
('座椅', '抖动', '-1913909545', '3')
('座椅', '故障', '-1913909545', '2')
('发动机', '顿挫', '1963175399', '2')
('发动机', '顿挫', '1963175399', '3')
('顿挫', '感', '1963175399', '3')
('动力', '总成', '1963175399', '3')
('总成', '故障', '1963175399', '3')
('右', '倒车灯', '-1778208670', '2')
('空调', '鼓风机', '-631950642', '2')
('自动', '启停', '1142989382', '4')
('启停', '按键', '1142989382', '4')
('按键', '失效', '1142989382', '4')
('驾驶', '辅助', '1142989382', '3')
('辅助', '故障', '1142989382', '3')
('传动轴', '异响', '-1639533348', '2')
('传动带', '异响', '-1639533348', '2')
('传动轴', '咔', '-1639533348', '4')
('咔', '咔', '-1639533348', '4')
('咔', '声音', '-1639533348', '4')
('传动轴', '噪音', '-1639533348', '2')
('后排', '空调', '101704991', '6')
('空调', '出风口', '101704991', '6')
('出风口', '制冷', '101704991', '6')
('制冷', '效果', '101704991', '6')
('效果', '差', '101704991', '6')
('后排', '出风口', '101704991', '5')
('出风口', '制冷', '101704991', '5')
('制冷', '效果', '101704991', '5')
('效果', '差', '101704991', '5')
('空调', '故障', '101704991', '2')
('驾驶', '模式', '-1994625504', '2')
('行驶', '模式', '-1994625504', '2')
('行车', '模式', '-1994625504', '2')
('底盘', '漏油', '1536986320', '2')
('车底', '漏油', '1536986320', '2')
('底盘', '渗漏', '1536986320', '2')
('底盘', '故障', '1536986320', '2')
('音乐', '音量', '996627461', '4')
('音量', '调节', '996627461', '4')
('调节', '失效', '996627461', '4')
('音乐', '故障', '996627461', '2')
('后视镜', '转向灯', '1526144120', '2')
('后视镜', '灯', '1526144120', '2')
('收音机', '记忆', '-1503080666', '3')
('记忆', '功能', '-1503080666', '3')
('收音机', '功能', '-1503080666', '2')
('雪地', '模式', '240047038', '2')
('雪地', '模式', '240047038', '3')
('模式', '功能', '240047038', '3')
('雪地', '行车', '240047038', '3')
('行车', '模式', '240047038', '3')
('防滑', '模式', '240047038', '2')
('驾驶', '模式', '240047038', '2')
('大灯', '失效', '-1713293709', '2')
('车灯', '故障', '-1713293709', '2')
('挡风玻璃', '划痕', '-1205576633', '2')
('雨刮器', '刮伤', '-1205576633', '3')
('刮伤', '挡风玻璃', '-1205576633', '3')
('车窗', '天窗', '-1205576633', '3')
('天窗', '故障', '-1205576633', '3')
('空调', '失效', '-1537849036', '2')
('空调', '不', '-1537849036', '3')
('不', '运转', '-1537849036', '3')
('空调', '出毛病', '-1537849036', '2')
('空调', '没', '-1537849036', '3')
('没', '作用', '-1537849036', '3')
('空调', '不好', '-1537849036', '3')
('不好', '使', '-1537849036', '3')
('没', '反应', '-1537849036', '3')
('空调', '罢工', '-1537849036', '2')
('空调', '冷热', '-1537849036', '3')
('冷热', '控制不了', '-1537849036', '3')
('没', '效果', '-1537849036', '3')
('不', '受控', '-1537849036', '3')
('空调', '坏', '-1537849036', '3')
('坏', '了', '-1537849036', '3')
('空调', '不起作用', '-1537849036', '2')
('空调', '故障', '-1537849036', '2')
('三元催化', '器', '2111711001', '2')
('催化', '转化', '2111711001', '3')
('转化', '器', '2111711001', '3')
('蓝牙', '铃声', '476117164', '2')
('蓝牙', '电话', '476117164', '2')
('左近', '光', '946356855', '3')
('光', '灯不亮', '946356855', '3')
('车灯', '故障', '946356855', '2')
('氙气', '近光灯', '-1261071131', '2')
('大灯', '亮度', '-705119357', '3')
('亮度', '暗', '-705119357', '3')
('亮度', '低', '-705119357', '3')
('大灯', '不够', '-705119357', '3')
('不够', '亮', '-705119357', '3')
('车灯', '故障', '-705119357', '2')
('第三排', '空调', '-508160698', '4')
('空调', '扫风', '-508160698', '4')
('扫风', '失效', '-508160698', '4')
('空调', '故障', '-508160698', '2')
('脚部', '空调', '-406053893', '4')
('空调', '不', '-406053893', '4')
('不', '制冷', '-406053893', '4')
('空调', '故障', '-406053893', '2')
('全', '地形', '132405271', '3')
('地形', '模式', '132405271', '3')
('驾驶', '模式', '132405271', '2')
('左', '尾灯', '-366201092', '4')
('尾灯', '有', '-366201092', '4')
('有', '雾气', '-366201092', '4')
('车灯', '故障', '-366201092', '2')
('左', '后', '308450138', '3')
('后', '刹车灯', '308450138', '3')
('主', '驾驶', '1343550994', '8')
('驾驶', '空调', '1343550994', '8')
('空调', '出风口', '1343550994', '8')
('出风口', '吹', '1343550994', '8')
('吹', '出', '1343550994', '8')
('出', '白色', '1343550994', '8')
('白色', '粉末', '1343550994', '8')
('空调', '故障', '1343550994', '2')
('冷却液', '泄漏', '1996276501', '2')
('冷却液', '渗漏', '1996276501', '2')
('保养', '物料', '1996276501', '3')
('物料', '故障', '1996276501', '3')
('经济', '模式', '-92446790', '3')
('模式', '失效', '-92446790', '3')
('eco', '模式', '-92446790', '3')
('驾驶', '辅助', '-92446790', '3')
('辅助', '故障', '-92446790', '3')
('助力', '转向', '376156111', '3')
('转向', '油', '376156111', '3')
('助力', '液', '376156111', '2')
('转向', '油', '376156111', '2')
('转向', '助力', '376156111', '3')
('助力', '油', '376156111', '3')
('保养', '物料', '376156111', '2')
('副驾驶', '座椅', '-1547874959', '3')
('座椅', '头枕', '-1547874959', '3')
('副驾驶', '头枕', '-1547874959', '2')
('ACC', '系统', '-1040116909', '4')
('系统', '工作', '-1040116909', '4')
('工作', '指示灯', '-1040116909', '4')
('acc', '系统', '-1040116909', '4')
('工作', '灯', '-1040116909', '4')
('车', '右下角', '-1040116909', '10')
('右下角', '有', '-1040116909', '10')
('有', '仪表板', '-1040116909', '10')
('仪表板', '带', '-1040116909', '10')
('带', '箭头', '-1040116909', '10')
('箭头', '的', '-1040116909', '10')
('的', '绿色', '-1040116909', '10')
('绿色', '图标', '-1040116909', '10')
('图标', '指示灯', '-1040116909', '10')
('方向盘', '灯亮', '1002380873', '3')
('灯亮', '起', '1002380873', '3')
('方向盘', '故障', '1002380873', '2')
('后视镜', '冻住', '-1007148835', '2')
('后视镜', '结冰', '-1007148835', '2')
('后视镜', '故障', '-1007148835', '2')
('空调', 'auto', '937023696', '4')
('auto', '无法', '937023696', '4')
('无法', '启动', '937023696', '4')
('auto', '无法', '937023696', '3')
('无法', '启动', '937023696', '3')
('空调', '故障', '937023696', '2')
('中', '控屏', '1402687018', '3')
('控屏', '斑点', '1402687018', '3')
('控屏', '故障', '1402687018', '3')
('远光灯', '失效', '1027855361', '2')
('车灯', '故障', '1027855361', '2')
('方向盘', '收音机', '-1271746132', '3')
('收音机', '按键', '-1271746132', '3')
('收音机', '按钮', '-1271746132', '3')
('挡风玻璃', '异响', '-701889890', '2')
('前', '挡风玻璃', '-701889890', '5')
('挡风玻璃', '吱吱', '-701889890', '5')
('吱吱', '的', '-701889890', '5')
('的', '响', '-701889890', '5')
('前', '挡风玻璃', '-701889890', '3')
('挡风玻璃', '异响', '-701889890', '3')
('挡风玻璃', '咔', '-701889890', '5')
('咔', '咔', '-701889890', '5')
